trans_id,buffercheck,street_direction,street_name,street_type,second_street_direction,row_id_1,zone_1,buffer_1,status_1,odd_even_1,ar_low_1,ar_high_1,row_id_2,zone_2,buffer_2,status_2,odd_even_2,ar_low_2,ar_high_2,row_id_3,zone_3,buffer_3,status_3,odd_even_3,ar_low_3,ar_high_3,row_id_4,zone_4,buffer_4,status_4,odd_even_4,ar_low_4,ar_high_4,row_id_5,zone_5,buffer_5,status_5,odd_even_5,ar_low_5,ar_high_5,row_id_6,zone_6,buffer_6,status_6,odd_even_6,ar_low_6,ar_high_6,geom,geomtext
164138,Zone Only,N,HAMLIN,AVE,,8656,1805,Zone,ACTIVE,E,3000,3098,8651,1805,Zone,ACTIVE,O,3001,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000080000002FF39F3B38EE55C039D131E6BDF744402E150EE237EE55C071EB6FE7BDF74440659DECAF32EE55C001F613D1C6F74440CE5CB7A42EEE55C04085B0CECDF744400D4E9F6F29EE55C0CE2D47BBD6F744409039E9D826EE55C0F55F792ADBF74440D0536F0626EE55C065449192DCF7444022F2639621EE55C064C50F2DE4F74440,"MULTILINESTRING((-87.7221821844112 41.9354827636002,-87.7221608293082 41.9354829117282,-87.7218437014286 41.9357549045053,-87.7215968886041 41.935968242828,-87.7212790542328 41.9362405870012,-87.7211210515582 41.9363759129191,-87.7210708701307 41.9364188393891,-87.7208000160249 41.9366508795745))"
108471,Zone Only,N,MANGO,AVE,,2748,233,Zone,ACTIVE,O,3003,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000A000000A936ADED47F155C06DB40015AAF74440114DD41D48F155C08E8B500DB5F74440E4FD554848F155C01B4A1088BEF744400301B48248F155C08F395772CBF744401445A7A148F155C0D2251275D2F744409D2F0CAF48F155C01AD6D29ED5F74440DDC84AC348F155C0A093075EDAF744400B5E8CD748F155C0066E8D19DFF7444003FC19E948F155C0D1029160E3F74440B1DA56F348F155C04F8E39DFE5F74440,"MULTILINESTRING((-87.7700151626147 41.9348779920045,-87.7700266431095 41.9352127688681,-87.7700367774738 41.9355020598925,-87.770050693307 41.9358961988356,-87.7700580724234 41.9361101473438,-87.7700612658504 41.9362066773867,-87.7700660925215 41.9363515412326,-87.7700709219718 41.9364959660125,-87.7700751069788 41.9366265018522,-87.7700775478541 41.9367026358637))"
108472,Zone Only,W,DIVERSEY,AVE,,1094,254,Zone,ACTIVE,E,5624,5658,1095,174,Zone,ACTIVE,O,5633,5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000500000053A3E5171EF155C0E2E1528733F74440FFD6498324F155C0B9A7496B33F744405F7987EE28F155C08E9FFF4933F74440EF5B827B2FF155C0699F481733F74440C67F41FD31F155C0183F050233F74440,"MULTILINESTRING((-87.7674617521819 41.9312600283336,-87.7678535672276 41.9312566861767,-87.7681232760419 41.9312527177964,-87.7685230992354 41.9312466721156,-87.7686761035576 41.931244137346))"
151775,Buffer Only,W,WEBSTER,AVE,,7106,143,Buffer,ACTIVE,E,1300,1398,7107,143,Buffer,ACTIVE,O,1301,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000003000000E30A1F094AEA55C0C2423D54F8F54440E3E1C58E4EEA55C0402D2A41F8F544401CB59C8E51EA55C0A2646E36F8F54440,"MULTILINESTRING((-87.6607687762403 41.9216409014821,-87.6610447819181 41.9216386276189,-87.6612278490397 41.9216373480824))"
151777,Zone & Buffer,W,BELDEN,AVE,,8082,143,Buffer,ACTIVE,E,1300,1318,4844,143,Zone,ACTIVE,O,1301,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000030000002E126DFE4AEA55C0A94E1A8633F64440DBEAC34A52EA55C00C5A595933F64440F193BE6052EA55C0BA42D25833F64440,"MULTILINESTRING((-87.6608272614619 41.9234473827795,-87.6612727082497 41.9234420477188,-87.6612779484856 41.9234419848121))"
116135,Zone Only,S,HILLOCK,AVE,,1903,157,Zone,ACTIVE,E,2520,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000A00000017A3961ECEE955C0A87574D763EC44402565DEB2CEE955C0BB1478ED63EC4440D2251D70CFE955C0698309A963EC4440D8F62F20D0E955C09F47C71D63EC4440488B4558D1E955C01F4A5DD461EC444066B94D23D2E955C0844B440B61EC444090E010BED2E955C0647AA36F60EC44405AA81974D4E955C05E5F150E5FEC44404C7892B3D4E955C0705148D15EEC44406BB27306D6E955C0E92DA88C5DEC4440,"MULTILINESTRING((-87.6532055350366 41.8467969244624,-87.6532408878162 41.8467995487531,-87.6532860073706 41.8467913910343,-87.6533279865647 41.8467747901006,-87.6534023932592 41.8467355208888,-87.6534507998491 41.8467115481826,-87.6534876980606 41.8466929958566,-87.6535921335757 41.8466508488043,-87.6536072664614 41.846643600761,-87.6536880617002 41.8466049023808))"
132260,Zone Only,S,KEATING,AVE,,5324,653,Zone,ACTIVE,E,4714,4758,4991,653,Zone,ACTIVE,O,4713,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000E000000A085EAD67BEF55C04CECA1B260E7444045D10BD47BEF55C0363F84D15CE74440F4FC66B77BEF55C02377D27056E74440CF2FBBA77BEF55C04AD43A1652E74440C6F824A17BEF55C0021CB04150E744402FB3D3887BEF55C0679D83BB49E744408DC2B16E7BEF55C06476F42D43E744402987E85B7BEF55C047D0BA713DE74440F036864A7BEF55C04FAF1D7A38E74440CF4C4C3B7BEF55C06658084B34E74440CF24122E7BEF55C068385DFA2FE744407F41882C7BEF55C05459815B2FE74440767F13207BEF55C086915A392AE7444028BF130E7BEF55C067465CE024E74440,"MULTILINESTRING((-87.7419335642103 41.8076384821548,-87.7419328799634 41.8075200935113,-87.7419260507339 41.8073254611648,-87.7419223144527 41.8071925914051,-87.7419207440426 41.8071367368612,-87.7419149463064 41.8069376366282,-87.7419087158143 41.8067376559891,-87.741904236868 41.8065626299072,-87.7419000921907 41.8064110417314,-87.7418964619749 41.8062833586453,-87.7418933083711 41.8061516719034,-87.7418929415344 41.80613273445,-87.7418899717721 41.805976075385,-87.7418856804694 41.8058128786623))"
123191,Zone Only,S,SAWYER,AVE,,3433,548,Zone,ACTIVE,E,2500,2552,7138,548,Zone,ACTIVE,O,2501,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000A000000F780B62C34ED55C048DCF0E553EC444024EC3A1634ED55C0262D871E4BEC44408B331A0534ED55C033AE8FF646EC4440FE0774ED33ED55C0D5737F4041EC4440C768B3CC33ED55C06D93405739EC4440D02EF4AF33ED55C01FEC0C0B32EC4440B78DE59433ED55C06CAB2C1E2BEC4440FDC89E7C33ED55C02C0AF2CC24EC4440DA248B6833ED55C0440679101FEC444049DFC24B33ED55C08628659B18EC4440,"MULTILINESTRING((-87.7063094885124 41.8463103700711,-87.7063041282095 41.8460424575845,-87.7063000446198 41.8459156228604,-87.7062944062345 41.8457413313223,-87.7062865974468 41.8454999032318,-87.7062797436331 41.8452771962259,-87.7062732927069 41.845065852939,-87.7062675047527 41.8448730642161,-87.7062627180889 41.8446980086269,-87.7062558558511 41.8445009464204))"
123660,Zone Only,S,WASHTENAW,AVE,,3557,1365,Zone,ACTIVE,E,3800,3898,5054,1365,Zone,ACTIVE,O,3801,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000005000000E95215B54CEC55C013FE659170E944407D0301A34CEC55C0ADF0B8686CE94440D3AEF78C4CEC55C09D24B14966E94440C4F44B794CEC55C09C726AB960E944407D21C4464CEC55C071FE58AB52E94440,"MULTILINESTRING((-87.6921818454972 41.8237478015909,-87.6921775350474 41.8236208823231,-87.6921722811488 41.8234340777355,-87.6921675912627 41.8232642907871,-87.6921555438366 41.8228353676358))"
123661,Zone Only,W,PERSHING,RD,,3736,277,Zone,ACTIVE,E,2400,2454,5666,277,Zone,ACTIVE,O,2401,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000400000092885EBDE8EB55C00B98029C56E944404F6D8D62ECEB55C0896F707956E94440B556C453F5EB55C0CC588A0F56E94440CE6920A0FCEB55C08B4C51BC55E94440,"MULTILINESTRING((-87.6860803054026 41.8229556095758,-87.6863027936099 41.8229514883997,-87.686848584878 41.8229388642809,-87.6872940365349 41.8229289433449))"
123666,Zone Only,S,CAMPBELL,AVE,,844,1304,Zone,ACTIVE,E,3800,3898,4109,1304,Zone,ACTIVE,O,3801,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000B000000EE258D5BFDEB55C09C27CAA387E944401E587033FDEB55C0F9627D407FE94440AB12EC32FDEB55C0EF8CDC247FE94440A2F63110FDEB55C0B559A4C675E944401AF4C709FDEB55C021CC411074E94440CFAB2AF5FCEB55C0ABB9B38E6EE94440906B0CD9FCEB55C050026EFD66E94440AA1697D0FCEB55C05CAEAEB664E94440B035EEBCFCEB55C0D745286C5FE94440BF565EA8FCEB55C09F44A0C159E94440CE6920A0FCEB55C08B4C51BC55E94440,"MULTILINESTRING((-87.6873387220764 41.8244518982967,-87.6873291585075 41.8241959202041,-87.6873290353202 41.8241926266581,-87.6873207557606 41.8239067366116,-87.6873192265197 41.8238544770504,-87.6873143116675 41.823686445004,-87.6873076077738 41.823455504146,-87.6873055911516 41.8233860352454,-87.687300903918 41.8232245632786,-87.6872960015562 41.8230516464766,-87.6872940365349 41.8229289433449))"
123664,Zone Only,W,PERSHING,RD,,6120,1453,Zone,ACTIVE,O,2601,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000020000007AC2F17C24EC55C06BBB2A3B54E9444060885CC927EC55C0F37C52DE53E94440,"MULTILINESTRING((-87.6897270546851 41.8228830298093,-87.689928379406 41.8228719618582))"
123665,Zone Only,W,PERSHING,RD,,5660,1453,Zone,ACTIVE,E,2600,2668,6120,1453,Zone,ACTIVE,O,2601,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000800000060885CC927EC55C0F37C52DE53E94440978C5C0137EC55C0C3161D6553E94440EE89717339EC55C028C7B95153E94440B905EB193BEC55C0C93AA44453E944400BB3093940EC55C0F7CAD11B53E944408B3EF55242EC55C0223E320753E9444001A778F644EC55C0187F4BED52E944407D21C4464CEC55C071FE58AB52E94440,"MULTILINESTRING((-87.689928379406 41.8228719618582,-87.6908572582055 41.8228575126682,-87.6910065277841 41.8228552014464,-87.6911072535649 41.8228536416914,-87.6914198488923 41.8228487753276,-87.6915480990375 41.8228463168455,-87.6917091539617 41.8228432291637,-87.6921555438366 41.8228353676358))"
112657,Zone Only,W,MELROSE,ST,,2279,715,Zone,ACTIVE,E,3410,3450,5812,715,Zone,ACTIVE,O,3417,3451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000070000008C93B869A0ED55C04FC615FD57F8444097B6537FA4ED55C0B65F3BEE57F84440289D764FA5ED55C0618346EB57F84440927A7193AAED55C08E0466D057F84440939B29A6AFED55C00C28B5A657F8444077A86B86B4ED55C0BA5E488757F84440244CA909BCED55C0C3B8405C57F84440,"MULTILINESTRING((-87.7129158308509 41.9401851993867,-87.7131651227486 41.9401834287559,-87.7132147463168 41.9401830763152,-87.713536129779 41.9401798723348,-87.7138457685781 41.9401749023965,-87.714143376479 41.9401711562509,-87.7146019128127 41.9401660266899))"
107107,Zone Only,N,KILDARE,AVE,,2228,799,Zone,ACTIVE,E,3900,3998,5244,799,Zone,ACTIVE,O,3901,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000090000005EA6328B10EF55C09CBFE8E2D2F944402E52E89710EF55C0B36FE517D6F94440E25A9AB410EF55C01A9B84D8DEF944407BCEFFDA10EF55C0DFC8A248E9F94440A3D9A80411EF55C02E4543B3F3F94440F2D48E0D11EF55C0D469CBEDF5F944403AF48C2611EF55C024BDC7D8FBF94440E8BA995411EF55C042CD187606FA4440B374CD6111EF55C084CD7A3C0EFA4440,"MULTILINESTRING((-87.7353847498539 41.9517482410876,-87.7353877800713 41.951846110372,-87.7353946215985 41.9521132132997,-87.7354037759887 41.9524317545745,-87.7354137085845 41.9527496412723,-87.7354158301203 41.952817653964,-87.7354217888359 41.9529982543266,-87.7354327679892 41.9533221837142,-87.7354359156041 41.9535594558356))"
107106,Zone Only,N,TRIPP,AVE,,7013,141,Zone,ACTIVE,E,3900,3928,2754,141,Zone,ACTIVE,O,3901,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000007000000BFE41477F8EE55C0AC6C2478D3F944404BE6827EF8EE55C0F9F5657CD5F9444066A279ABF8EE55C009E8871BE1F944402B0F90D3F8EE55C0C6782486EBF94440A76DF20AF9EE55C0D0B2D062F9F944406E1E6D43F9EE55C0B7BD463C07FA44402557915DF9EE55C0152869D70EFA4440,"MULTILINESTRING((-87.7339151100195 41.9517660310606,-87.7339168814007 41.9518275735717,-87.7339276016079 41.9521822370153,-87.7339371592358 41.9525001218877,-87.733950363871 41.9529231566463,-87.7339638295759 41.9533458085456,-87.7339700621929 41.9535779250583))"
107101,Zone Only,W,IRVING PARK,RD,,1983,238,Zone,ACTIVE,E,4200,4250,1984,141,Zone,ACTIVE,O,4201,4251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000050000002557915DF9EE55C0152869D70EFA4440B05D64B401EF55C0C1B9D3A20EFA44407FEF26A205EF55C06A85F58D0EFA44403DC9040A0DEF55C0A1409C660EFA4440B374CD6111EF55C084CD7A3C0EFA4440,"MULTILINESTRING((-87.7339700621929 41.9535779250583,-87.7344790439736 41.9535716565911,-87.7347188358526 41.9535691689333,-87.7351708456744 41.953564478202,-87.7354359156041 41.9535594558356))"
107103,Zone Only,W,BELLE PLAINE,AVE,,635,238,Zone,ACTIVE,E,4100,4158,6659,238,Zone,ACTIVE,O,4101,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000006000000F0159F00C7EE55C0DA43C2D74BFA44401351DE27CCEE55C030052DBE4BFA44408EF39665D4EE55C0B85632824BFA4440D2B9EEA3D7EE55C00E1E966A4BFA444032ED1416E1EE55C0A7DF0A1E4BFA4440A5E1C3B6E1EE55C03F3CF4184BFA4440,"MULTILINESTRING((-87.7308961442538 41.9554395388183,-87.7312106772481 41.9554364890886,-87.7317136739859 41.9554293390078,-87.7319116431529 41.9554265244479,-87.7324881748544 41.9554173997015,-87.7325264847664 41.9554167931133))"
147027,Zone Only,W,HENRY,CT,,1877,102,Zone,ACTIVE,E,2700,2798,5339,102,Zone,ACTIVE,O,2701,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000004000000D708F54194EC55C0FB086D77BFF5444039250B8097EC55C0B3AFA5C0B9F544404398D08F98EC55C0EC74AFE1B7F544405AE4C4389DEC55C029A309ACAFF54440,"MULTILINESTRING((-87.6965489285388 41.9199055941007,-87.6967468365518 41.9197312172904,-87.6968116318758 41.9196741205904,-87.6970960543416 41.9194235846574))"
111808,Zone Only,N,LOTUS,AVE,,7769,1717,Zone,ACTIVE,E,2500,2550,7852,1717,Zone,ACTIVE,O,2501,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000C000000401EC088CAF055C06B66CE4E82F6444069F402BECAF055C0634E65148EF644400F7DB6C9CAF055C0A61C838590F6444083E767D2CAF055C09B1CAC5B92F64440B47D21DECAF055C07A8A7EC794F644402C773FF5CAF055C001E9A8A499F64440A2661AF8CAF055C00364623F9AF6444078E66109CBF055C0143D1DE19DF64440ECCF1212CBF055C06FADBCB79FF64440CD823732CBF055C071E88965A6F64440C222D65CCBF055C046AAF12AAFF6444029386CA5CBF055C0DFFE0E1BBEF64440,"MULTILINESTRING((-87.7623617054132 41.9258516795934,-87.7623744038443 41.9262109274539,-87.7623771936526 41.9262854471393,-87.7623792662326 41.9263414945974,-87.762382061678 41.9264153831363,-87.7623875732212 41.9265638184315,-87.7623882539579 41.9265822630332,-87.7623923736627 41.9266930954711,-87.7623944457734 41.9267491980817,-87.7624021093463 41.9269530223254,-87.7624122706575 41.9272206954961,-87.7624295765714 41.9276765654774))"
122229,Zone Only,W,ARTHINGTON,ST,,4548,1450,Zone,ACTIVE,E,3400,3498,170,1450,Zone,ACTIVE,O,3401,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000B00000041CB32737BED55C02A60624B5CEF4440F2E3C9677EED55C0DA9C003A5CEF44404C4910D685ED55C0A36281FE5BEF44400F296D2887ED55C0535C97F65BEF4440ECA9882B8BED55C0A9CA8FDE5BEF4440C4C64B4993ED55C02489ADB05BEF44409880F6E797ED55C0D2C76C935BEF4440B2B9337F98ED55C0435DAF8F5BEF4440EA55B2ED9BED55C00494F3785BEF4440AB1979C1A0ED55C00A6E2C5F5BEF444080246C63A3ED55C0E1C478505BEF4440,"MULTILINESTRING((-87.7106597896609 41.8700041036939,-87.7108401748262 41.8700020316116,-87.711293712525 41.8699949390186,-87.7113743845004 41.8699939955774,-87.7116192659957 41.8699911310299,-87.7121146430973 41.8699856612532,-87.7123966128587 41.8699821740298,-87.7124326710826 41.8699817281981,-87.71264212051 41.8699790181491,-87.7129367525692 41.8699759451811,-87.7130974346237 41.86997419259))"
102306,Zone Only,W,LELAND,AVE,,523,62,Zone,ACTIVE,E,1940,1970,7116,62,Zone,ACTIVE,O,1941,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000A0000002F3A8E855EEB55C01780E9AFC4FB4440F22B119160EB55C04E51DD9EC4FB4440833AF39362EB55C0F4560291C4FB4440CFE93EBF64EB55C0466FE181C4FB444053EDDCF767EB55C02A84866BC4FB4440144F8CB56AEB55C082A28A58C4FB4440652194F26CEB55C0878D0949C4FB4440FA84156E6FEB55C0948CA737C4FB44400821B16872EB55C0E48DE222C4FB44409DAAD2E976EB55C03A1B1801C4FB4440,"MULTILINESTRING((-87.677644146818 41.9669399156702,-87.6777689616863 41.9669378834393,-87.6778917193679 41.966936231749,-87.6780241121662 41.966934428287,-87.6782207162371 41.9669317633455,-87.6783880109982 41.9669295002868,-87.6785246321284 41.966927652039,-87.678676148429 41.9669255798446,-87.678857968309 41.9669231039259,-87.6791328961649 41.9669190757472))"
129718,Zone Only,S,LAFAYETTE,AVE,,1662,64,Zone,ACTIVE,E,7914,7958,5283,64,Zone,ACTIVE,O,7915,7959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000070000008930F7810DE855C0100D5B5B1EE04440C16A015F0DE855C0A3F1C9DF1AE044407ECA5B470DE855C0A2E59F9B15E04440960DA13E0DE855C0F3A0265A13E04440F431D73B0DE855C0BD3BE4F912E04440A1004B320DE855C0AC9709970FE04440958B65260DE855C06871DF5E0BE04440,"MULTILINESTRING((-87.6258244432412 41.750926417788,-87.625816108116 41.7508201347403,-87.6258104702374 41.7506594210384,-87.6258083889755 41.7505905808083,-87.6258077241435 41.7505791057988,-87.6258054478117 41.7504757687414,-87.6258026115086 41.7503470030813))"
139313,Zone Only,W,95TH,ST,,6669,25,Zone,ACTIVE,E,108,148,268,25,Zone,ACTIVE,O,107,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000007000000EB5F2C2428E855C02D30FEDE5FDC4440FF68E9D528E855C04FF467DA5FDC4440BC426F8B2DE855C0BC579AC45FDC4440B8128C0433E855C04E0DC9985FDC44401CB0A09937E855C0B90A2A6A5FDC444006A4C4933BE855C002BB3E5E5FDC4440341823093CE855C0E7824F5B5FDC4440,"MULTILINESTRING((-87.627450030646 41.7216757527498,-87.6274924067875 41.7216752059545,-87.6277798258333 41.7216726068141,-87.6281138770963 41.721667383356,-87.6283935612886 41.7216618256838,-87.6286363048858 41.7216604048063,-87.6286642878266 41.7216600549926))"
102655,Zone Only,W,WAVELAND,AVE,,1210,383,Zone,ACTIVE,E,800,898,3833,383,Zone,ACTIVE,O,801,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000D000000373FE01692E955C09954B4997CF94440FF99DEE095E955C0679CA89C7CF944405B8D2E9099E955C05436C37D7CF94440D9A0CED89AE955C0EEAAEB727CF9444085AF94639DE955C0B558735D7CF94440C9E15487A0E955C034271A437CF9444019F7D4DBA1E955C04B4CB8377CF94440260F929CA5E955C034801B187CF94440C176064EABE955C058670EE87BF94440CE1EF2E0B0E955C06DC803B97BF944402DB11FEBB0E955C048B1ABB87BF94440D44CC70BB6E955C0E185698C7BF9444035F533C0B9E955C0711B77787BF94440,"MULTILINESTRING((-87.6495415868675 41.9491150026817,-87.6497728513568 41.9491153548523,-87.6499977545367 41.9491116717515,-87.6500761049132 41.9491103792878,-87.6502312614449 41.9491078198638,-87.6504228905607 41.9491046788884,-87.6505040721644 41.9491033220189,-87.6507331301078 41.9490995535165,-87.6510806143879 41.9490938253718,-87.6514208187538 41.9490882175895,-87.6514232453817 41.9490881765692,-87.6517362066546 41.9490829005479,-87.6519623286629 41.9490805226877))"
108871,Zone Only,W,MONTANA,ST,,2486,396,Zone,ACTIVE,E,4400,4456,5599,396,Zone,ACTIVE,O,4401,4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000005000000A2D33AF824EF55C0B38DC96F72F644406CA42C0637EF55C0EFAC82F471F64440846CB4AB3FEF55C0E1FB31BD71F64440FB6506FE48EF55C0E8830B8371F644403A8B83464CEF55C04934776B71F64440,"MULTILINESTRING((-87.7366314482192 41.9253673299931,-87.7377334056816 41.9253526342453,-87.7382611524536 41.9253460401594,-87.738830095528 41.9253391081073,-87.7390304836853 41.9253362972309))"
111026,Zone Only,W,GRACE,ST,,1633,330,Zone,ACTIVE,E,5200,5256,5313,330,Zone,ACTIVE,O,5201,5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000600000009A0CA3873F055C079BE620F8EF94440A3DC1F1A7AF055C0D53044F48DF94440E05EB67E85F055C082EC70AF8DF944407C38F9218DF055C047DE66878DF944405B69636897F055C02FDE1B438DF944403ED6AC959BF055C04306BD278DF94440,"MULTILINESTRING((-87.7570325831185 41.9496478302144,-87.7574525176192 41.9496445973361,-87.7581478863681 41.9496363927256,-87.7586140569492 41.9496316196715,-87.7592411967102 41.949623478515,-87.7594961345539 41.9496202156993))"
109873,Zone Only,N,NASHVILLE,AVE,,2716,26,Zone,ACTIVE,E,1614,1656,6071,26,Zone,ACTIVE,O,1615,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000C0000003A39DDA98DF255C0E086371D5DF4444043A379C28DF255C0E847484763F44440AC6B4BE78DF255C056CBDC0E6DF44440E9DC59EE8DF255C024950B136FF444401C51ACFB8DF255C06022652472F444401FFD04068EF255C07D3D4D8674F444404B848B1B8EF255C03AD9328979F44440747CDC348EF255C06903A3747FF444407AA9E5578EF255C01C2A6AC588F44440D369BB6A8EF255C0A48576FD8DF4444094E0827F8EF255C0104C75B093F444407617F9938EF255C08D8DC14898F44440,"MULTILINESTRING((-87.7898964558016 41.9090916176917,-87.7899023235196 41.9092797377523,-87.7899111019639 41.909578187761,-87.7899127843445 41.9096397215419,-87.7899159605772 41.909733342535,-87.7899184273451 41.9098060490751,-87.7899235594243 41.909958982304,-87.7899295952973 41.9101396366085,-87.7899379484933 41.9104239242917,-87.7899424390992 41.910583193657,-87.789947393236 41.9107571194401,-87.7899522717033 41.910897345074))"
102652,Buffer Only,N,FREMONT,ST,,4282,383,Buffer,ACTIVE,E,3900,3998,4283,383,Buffer,ACTIVE,O,3901,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000005000000FFECD979BBE955C049E7EA6DF2F944400A05959DBBE955C034252F73FBF9444094BB2CB2BBE955C0C4E5F0C101FA444000058FB8BBE955C07C5597B603FA44409D1862E9BBE955C0F796E92610FA4440,"MULTILINESTRING((-87.652067625826 41.9527108571043,-87.6520761447211 41.9529861431314,-87.6520810543864 41.9531786371477,-87.6520825764346 41.9532383192954,-87.6520942171068 41.9536179199767))"
109871,Zone Only,N,NAGLE,AVE,,7617,1348,Zone,ACTIVE,E,1600,1698,7618,1348,Zone,ACTIVE,O,1601,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000A000000C6A32F3158F255C0E808C26E5EF444405BE67A4358F255C0C61245C562F44440FB75A66458F255C0D930D2B56AF44440AA7FD78158F255C01132B3B371F4444024307C8858F255C0D762EF7073F444404038679D58F255C0125CA7EA78F44440F3191BB858F255C032A1755A80F44440F90FB5CC58F255C01F3B3B0A86F44440152F1CDF58F255C0AEE1BEA28AF44440855EAB1D59F255C0DEBF568699F44440,"MULTILINESTRING((-87.7866328206283 41.9091318557201,-87.7866371822542 41.9092642390511,-87.7866450906367 41.9095065380404,-87.7866520504455 41.9097199082354,-87.7866536343359 41.9097729843976,-87.7866586215978 41.9099400822817,-87.7866649880087 41.9101670336116,-87.7866698997676 41.9103405751432,-87.7866742873415 41.9104808265723,-87.7866892026451 41.9109352038938))"
147083,Zone Only,N,HAMLIN,AVE,,2103,283,Zone,ACTIVE,E,5100,5110,5332,283,Zone,ACTIVE,O,5101,5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E61000000100000001020000000200000079154E4F4AEE55C0B0AC2F39A4FC4440DFEA91854AEE55C0F285F26DB3FC4440,"MULTILINESTRING((-87.7232855093515 41.9737616999422,-87.7232984471298 41.9742257532306))"
108878,Zone Only,N,KENNETH,AVE,,2177,393,Zone,ACTIVE,E,2300,2342,5023,393,Zone,ACTIVE,O,2301,2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E6100000010000000102000000070000000027DCE336EF55C07E396B2915F64440AC95290037EF55C0909D326A1CF6444069AE411637EF55C0A6B6A9E621F644401860584537EF55C00B4E6AD62CF644408FBF4D7437EF55C090011AC137F64440B9EFA19B37EF55C062CEF2A040F6444049140CE537EF55C0A5DCD03151F64440,"MULTILINESTRING((-87.7377252244878 41.9225208066518,-87.7377319723225 41.9227421519419,-87.737737239973 41.9229095772437,-87.7377484667817 41.9232433337275,-87.7377596625577 41.9235764862998,-87.7377690392886 41.9238473115518,-87.737786542698 41.9243528623422))"
108879,Zone Only,N,KILBOURN,AVE,,6932,1767,Zone,ACTIVE,E,2300,2398,1770,1767,Zone,ACTIVE,O,2301,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0105000020E610000001000000010200000007000000CB4E6ED74AEF55C0F4BE4AB214F644408CF20EF84AEF55C0DDE82C9F1CF64440FF50843D4BEF55C0A3A139C12FF644409E4BEE444BEF55C0ED0D28D131F64440651E63794BEF55C055BE0C2840F6444051819F8F4BEF55C04833FD3B46F6444013E6BBB54BEF55C0D2123DA550F64440,"MULTILINESTRING((-87.7389429642891 41.9225066056223,-87.738950743291 41.9227484673772,-87.7389673034813 41.9233323604015,-87.738969071112 41.9233952947214,-87.7389815776783 41.9238328993057,-87.7389868791263 41.9240183817224,-87.7389959654759 41.9243361042223))"
