ROW ID,STATUS,ZONE,ODD_EVEN,ADDRESS RANGE - LOW,ADDRESS RANGE - HIGH,STREET DIRECTION,STREET NAME,STREET TYPE,SECOND STREET DIRECTION,SPONSOR WARD,BUFFER,WARD - LOW,WARD - HIGH
8682,ACTIVE,29,E,5800,5826,W,54TH,PL,,23,N,23,23
8681,ACTIVE,29,O,6401,6401,W,57TH,ST,,13,N,23,23
8663,ACTIVE,1810,E,2400,2498,W,40TH,ST,,12,N,12,12
8662,ACTIVE,1811,E,5300,5354,W,DRUMMOND,PL,,31,N,31,31
8661,ACTIVE,1808,O,1601,1633,S,CARPENTER,ST,,25,N,25,25
8660,ACTIVE,109,O,2301,2331,W,25TH,ST,,25,N,25,25
8659,ACTIVE,1809,O,4101,4199,W,25TH,PL,,22,N,22,22
8658,ACTIVE,1804,E,100,198,E,16TH,ST,,2,N,2,2
8657,ACTIVE,1813,E,3022,3070,N,CENTRAL PARK,AVE,,35,N,35,35
8656,ACTIVE,1805,E,3000,3098,N,HAMLIN,AVE,,30,N,30,30
8655,ACTIVE,1803,E,6714,6758,S,KENNETH,AVE,,13,N,13,13
8654,ACTIVE,1813,O,3021,3069,N,CENTRAL PARK,AVE,,35,N,35,35
8653,ACTIVE,1811,O,5301,5359,W,DRUMMOND,PL,,31,N,31,31
8652,ACTIVE,1806,O,3215,3257,N,KOSTNER,AVE,,30,N,31,31
8651,ACTIVE,1805,O,3001,3099,N,HAMLIN,AVE,,30,N,30,30
8650,ACTIVE,1808,E,1600,1632,S,CARPENTER,ST,,25,N,25,25
8649,ACTIVE,1807,O,1515,1539,W,19TH,ST,,25,N,25,25
8648,ACTIVE,1807,E,1514,1540,W,19TH,ST,,25,N,25,25
8647,ACTIVE,109,E,2312,2338,W,25TH,ST,,25,N,25,25
8646,ACTIVE,1803,O,6715,6759,S,KENNETH,AVE,,13,N,13,13
8645,ACTIVE,1810,O,2401,2499,W,40TH,ST,,12,N,12,12
8644,ACTIVE,1809,E,4100,4198,W,25TH,PL,,22,N,22,22
8643,ACTIVE,1806,E,3214,3258,N,KOSTNER,AVE,,30,N,31,31
8642,ACTIVE,109,O,1801,1859,S,ALLPORT,ST,,25,N,25,25
8641,ACTIVE,109,E,1800,1858,S,ALLPORT,ST,,25,N,25,25
8638,ACTIVE,56,E,1118,1448,W,MORSE,AVE,,49,N,49,49
8637,ACTIVE,1782,E,1400,1498,S,ROCKWELL,ST,,31,N,28,28
8636,ACTIVE,1797,O,1201,1299,W,VAN BUREN,ST,,28,N,2,2
8635,ACTIVE,1798,O,1601,1659,S,THROOP,ST,,25,N,25,25
8634,ACTIVE,1693,E,4334,4398,W,49TH,ST,,14,N,23,23
8633,ACTIVE,56,O,1201,1209,W,PRATT,BLVD,,,N,49,49
8632,ACTIVE,56,O,6407,6759,N,NEWGARD,AVE,,,N,40,40
8631,ACTIVE,56,E,6400,6934,N,SHERIDAN,RD,,49,N,40,49
8630,ACTIVE,1540,E,1514,1540,W,18TH,PL,,25,N,25,25
8629,ACTIVE,56,E,6746,6930,N,GREENVIEW,AVE,,,N,40,49
8628,ACTIVE,56,E,6800,6934,N,LAKEWOOD,AVE,,,N,49,49
8627,ACTIVE,56,O,6801,6929,N,WAYNE,AVE,,,N,49,49
8626,ACTIVE,56,E,6800,6928,N,WAYNE,AVE,,,N,49,49
8625,ACTIVE,56,O,1125,1445,W,FARWELL,AVE,,49,N,49,49
8624,ACTIVE,56,O,1125,1447,W,MORSE,AVE,,49,N,49,49
8623,ACTIVE,1798,E,1612,1658,S,THROOP,ST,,25,N,25,25
8622,ACTIVE,56,O,1401,1459,W,ALBION,AVE,,,N,40,40
8621,ACTIVE,56,O,1401,1457,W,ARTHUR,AVE,,,N,40,40
8620,ACTIVE,56,E,1400,1456,W,ARTHUR,AVE,,,N,40,40
8619,ACTIVE,56,O,6415,6935,N,GREENVIEW,AVE,,,N,40,49
8618,ACTIVE,56,O,6801,6935,N,LAKEWOOD,AVE,,,N,49,49
8617,ACTIVE,56,E,1200,1214,W,PRATT,BLVD,,,N,49,49
8616,ACTIVE,56,E,1130,1444,W,FARWELL,AVE,,49,N,49,49
8615,ACTIVE,1693,O,4333,4399,W,49TH,ST,,14,N,23,23
8614,ACTIVE,1799,E,1634,1634,S,ADA,ST,,25,N,25,25
8613,ACTIVE,1797,E,1200,1298,W,VAN BUREN,ST,,28,N,2,2
8612,ACTIVE,56,E,1400,1458,W,ALBION,AVE,,,N,40,40
8611,ACTIVE,59,O,1301,1445,W,PRATT,BLVD,,,N,49,40
8610,ACTIVE,56,E,1300,1444,W,PRATT,BLVD,,,N,49,49
8609,ACTIVE,56,E,6414,6758,N,NEWGARD,AVE,,,N,40,40
8608,ACTIVE,1785,O,7901,7999,S,EAST END,AVE,,8,N,8,8
8607,ACTIVE,1785,E,7900,7998,S,EAST END,AVE,,8,N,8,8
8606,ACTIVE,1800,O,4801,4899,S,HARDING,AVE,,14,N,14,14
8605,ACTIVE,56,O,6401,6935,N,SHERIDAN,RD,,49,N,49,49
8604,ACTIVE,56,E,1146,1148,W,COLUMBIA,AVE,,49,N,49,49
8603,ACTIVE,56,O,1401,1441,W,NORTH SHORE,AVE,,,N,40,40
8602,ACTIVE,56,E,1400,1440,W,NORTH SHORE,AVE,,49,N,40,40
8601,ACTIVE,1540,O,1515,1539,W,18TH,PL,,25,N,25,25
8581,ACTIVE,102,E,2046,2058,W,CONCORD,PL,,32,Y,32,32
8575,ACTIVE,1784,O,8901,8999,S,UNIVERSITY,AVE,,8,N,8,8
8574,ACTIVE,1784,E,8900,8998,S,UNIVERSITY,AVE,,8,N,8,8
8573,ACTIVE,102,O,1601,1613,N,LEAVITT,ST,,32,Y,32,32
8572,ACTIVE,102,O,1601,1619,N,HOYNE,AVE,,32,Y,32,32
8571,ACTIVE,109,E,2334,2334,S,LEAVITT,ST,,25,Y,25,25
8570,ACTIVE,1793,E,200,268,N,HAMLIN,BLVD,,28,N,28,28
8569,ACTIVE,109,O,2301,2325,S,OAKLEY,AVE,,25,N,25,25
8568,ACTIVE,109,E,2300,2322,S,OAKLEY,AVE,,25,N,25,25
8567,ACTIVE,244,O,129,129,E,BELLEVUE,PL,,42,Y,42,42
8566,ACTIVE,102,E,1640,1652,N,MILWAUKEE,AVE,,32,Y,32,32
8565,ACTIVE,102,O,2045,2059,W,CONCORD,PL,,32,Y,32,32
8564,ACTIVE,102,E,1600,1618,N,HOYNE,AVE,,32,Y,32,32
8563,ACTIVE,1794,E,822,878,N,FRANCISCO,AVE,,26,N,26,26
8562,ACTIVE,1794,O,821,877,N,FRANCISCO,AVE,,26,N,26,26
8561,ACTIVE,1795,O,3801,3815,W,WABANSIA,AVE,,26,N,30,30
8541,ACTIVE,1677,O,1801,2025,S,MICHIGAN,AVE,,,N,2,2
8522,ACTIVE,358,O,1,23,W,CHESTNUT,ST,,42,Y,42,42
8521,ACTIVE,358,E,2,16,W,CHESTNUT,ST,,42,Y,42,42
8501,ACTIVE,62,O,1775,1799,W,AINSLIE,ST,,47,Y,47,47
8481,ACTIVE,1787,E,2818,2820,N,LAMON,AVE,,31,N,31,31
8465,ACTIVE,1790,O,5515,5557,S,NEENAH,AVE,,23,N,23,23
8464,ACTIVE,1791,O,5401,5447,S,KILBOURN,AVE,,23,N,23,23
8463,ACTIVE,1791,E,5400,5448,S,KILBOURN,AVE,,23,N,23,23
8462,ACTIVE,1790,E,5514,5556,S,NEENAH,AVE,,23,N,23,23
8461,ACTIVE,109,O,1805,1805,W,23RD,ST,,25,Y,25,25
8442,ACTIVE,1786,E,5108,5144,W,DEMING,PL,,31,N,31,31
8441,ACTIVE,1786,O,5101,5145,W,DEMING,PL,,31,N,31,31
8422,ACTIVE,1776,O,5515,5559,S,NEWCASTLE,AVE,,23,N,23,23
8421,ACTIVE,1776,E,5516,5556,S,NEWCASTLE,AVE,,23,N,23,23
8403,ACTIVE,786,E,1802,1808,N,KEYSTONE,AVE,,30,N,30,30
8402,ACTIVE,1788,E,5450,5476,S,MENARD,AVE,,23,N,23,23
8401,ACTIVE,1788,O,5449,5477,S,MENARD,AVE,,23,N,23,23
8388,ACTIVE,341,E,6300,6346,W,MONTROSE,AVE,,38,Y,38,38
8387,ACTIVE,383,O,2801,2937,N,COMMONWEALTH,AVE,,44,Y,44,44
8386,ACTIVE,383,E,2800,2938,N,COMMONWEALTH,AVE,,44,Y,44,44
8385,ACTIVE,23,E,5100,5198,S,SAWYER,AVE,,14,N,14,14
8384,ACTIVE,383,E,900,998,W,GRACE,ST,,44,Y,44,44
8383,ACTIVE,383,O,901,999,W,WELLINGTON,AVE,,44,Y,44,44
8382,ACTIVE,383,E,2900,2998,N,HALSTED,ST,,44,Y,44,44
8381,ACTIVE,1771,O,421,499,E,41ST,ST,,,N,3,3
8380,ACTIVE,1789,E,5300,5398,W,54TH,ST,,23,N,23,23
8379,ACTIVE,23,O,5101,5199,S,SAWYER,AVE,,14,N,14,14
8378,ACTIVE,383,O,401,799,W,BELMONT,AVE,,44,Y,44,44
8377,ACTIVE,383,E,400,798,W,BELMONT,AVE,,44,Y,44,44
8374,ACTIVE,1772,E,6600,6698,S,KEELER,AVE,,13,N,13,13
8373,ACTIVE,1772,O,6601,6699,S,KEELER,AVE,,13,N,13,13
8372,ACTIVE,1778,O,5203,5257,W,54TH,ST,,,N,23,23
8371,ACTIVE,1778,E,5200,5256,W,54TH,ST,,,N,23,23
8370,ACTIVE,1783,O,2401,2499,N,FAIRFIELD,AVE,,,N,1,1
8369,ACTIVE,1783,E,2400,2498,N,FAIRFIELD,AVE,,,N,1,1
8368,ACTIVE,1779,O,4701,4799,S,KILDARE,AVE,,,N,23,23
8367,ACTIVE,1779,E,4700,4798,S,KILDARE,AVE,,,N,23,23
8366,ACTIVE,1781,O,4901,4957,W,WOLFRAM,ST,,,N,31,31
8365,ACTIVE,1781,E,4900,4956,W,WOLFRAM,ST,,,N,31,31
8364,ACTIVE,1774,O,5601,5699,S,FRANCISCO,AVE,,,N,16,16
8363,ACTIVE,1780,O,8701,8759,S,BENNETT,AVE,,,N,8,8
8362,ACTIVE,1780,E,8700,8758,S,BENNETT,AVE,,,N,8,8
8361,ACTIVE,346,O,2801,2899,N,MAPLEWOOD,AVE,,33,N,1,1
8359,ACTIVE,1055,O,711,799,W,EASTMAN,ST,,27,N,27,27
8358,ACTIVE,7,E,5514,5544,S,MERRIMAC,AVE,,23,N,23,23
8357,ACTIVE,154,O,1701,1799,N,PAULINA,ST,,32,Y,1,1
8356,ACTIVE,154,E,1700,1798,N,PAULINA,ST,,32,Y,32,32
8355,ACTIVE,154,O,1847,1899,N,PAULINA,ST,,32,Y,32,32
8354,ACTIVE,154,E,1846,1898,N,PAULINA,ST,,32,Y,32,32
8353,ACTIVE,1645,O,1617,1627,W,16TH,ST,,25,N,25,25
8352,RESCINDED,204,O,1611,1627,W,DIVISION,ST,,01,Y,1,1
8350,ACTIVE,738,O,541,599,W,QUINCY,ST,,42,Y,2,2
8349,ACTIVE,738,E,540,598,W,QUINCY,ST,,42,Y,2,2
8348,ACTIVE,168,O,1101,1199,N,LEAVITT,ST,,32,Y,32,32
8347,ACTIVE,168,E,1032,1098,N,LEAVITT,ST,,32,Y,32,32
8346,ACTIVE,1744,O,6543,6557,S,WENTWORTH,AVE,,20,N,20,20
8345,ACTIVE,218,E,2022,2076,N,HUMBOLDT,BLVD,W,35,N,35,35
8344,ACTIVE,22,O,7101,7133,W,BALMORAL,AVE,,41,N,41,41
8343,ACTIVE,22,E,7100,7134,W,BALMORAL,AVE,,41,N,41,41
8342,ACTIVE,22,O,7071,7099,W,BALMORAL,AVE,,41,N,41,41
8341,ACTIVE,101,E,5100,5170,N,LOVEJOY,AVE,,45,N,45,45
8340,ACTIVE,7,O,5505,5513,S,MERRIMAC,AVE,,13,N,23,23
8339,ACTIVE,1762,O,201,265,W,104TH,ST,,34,N,34,34
8338,ACTIVE,154,E,1900,1998,N,PAULINA,ST,,32,Y,32,32
8337,ACTIVE,1759,O,5621,5643,W,60TH,ST,,13,N,13,13
8336,ACTIVE,1759,O,6001,6057,S,PARKSIDE,AVE,,13,N,13,13
8335,ACTIVE,1749,O,6767,6799,W,60TH,ST,,13,N,23,23
8334,ACTIVE,154,E,1802,1844,N,PAULINA,ST,,32,N,32,32
8333,ACTIVE,154,O,1801,1845,N,PAULINA,ST,,32,N,32,32
8332,ACTIVE,63,O,6201,6233,N,OLCOTT,AVE,,41,N,41,41
8331,ACTIVE,1796,O,6401,6449,S,NORMANDY,AVE,,23,N,23,23
8330,ACTIVE,1750,O,3801,3853,W,63RD,PL,,23,N,13,13
8329,ACTIVE,43,O,2515,2533,W,FARRAGUT,AVE,,40,N,40,40
8328,ACTIVE,43,E,2514,2534,W,FARRAGUT,AVE,,40,N,40,40
8327,ACTIVE,1093,E,1834,1834,S,THROOP,ST,,25,Y,25,25
8326,ACTIVE,143,O,1001,1099,W,WRIGHTWOOD,AVE,,32,Y,32,32
8325,ACTIVE,102,E,1724,1760,N,WILMOT,AVE,,32,Y,32,32
8324,ACTIVE,143,O,1201,1231,W,WEBSTER,AVE,,32,Y,32,32
8323,ACTIVE,383,E,3000,3098,N,RAVENSWOOD,AVE,,32,Y,32,32
8322,ACTIVE,102,E,2034,2098,N,OAKLEY,AVE,,32,Y,32,32
8321,ACTIVE,102,E,1848,1898,N,OAKLEY,AVE,,01,Y,1,1
8320,ACTIVE,80,O,2301,2399,W,TAYLOR,ST,,25,Y,25,25
8319,ACTIVE,80,E,2300,2398,W,TAYLOR,ST,,25,Y,25,25
8318,ACTIVE,1741,O,4001,4099,N,HERMITAGE,AVE,,47,N,47,47
8317,ACTIVE,1741,E,4000,4098,N,HERMITAGE,AVE,,47,N,47,47
8316,ACTIVE,1695,E,2414,2444,W,24TH,PL,,25,N,25,25
8315,ACTIVE,62,O,1751,1773,W,AINSLIE,ST,,47,N,47,47
8314,ACTIVE,1764,O,2701,2759,S,CHRISTIANA,AVE,,22,N,22,22
8313,ACTIVE,1764,E,2700,2758,S,CHRISTIANA,AVE,,22,N,22,22
8312,ACTIVE,1467,O,5235,5313,W,52ND,ST,,14,N,23,23
8311,ACTIVE,1755,O,2405,2459,N,LOREL,AVE,,30,N,31,31
8310,ACTIVE,1755,E,2404,2458,N,LOREL,AVE,,30,N,31,31
8309,RESCINDED,1757,E,3002,3012,W,21ST,PL,,24,N,24,24
8308,RESCINDED,1757,O,3001,3045,W,21ST,PL,,24,N,24,24
8307,ACTIVE,1754,O,3501,3545,S,MOZART,ST,,12,N,12,12
8306,ACTIVE,109,O,2215,2241,S,LEAVITT,ST,,25,Y,25,25
8305,ACTIVE,109,E,2218,2246,S,LEAVITT,ST,,25,Y,25,25
8304,ACTIVE,1748,O,3401,3427,W,37TH,PL,,12,N,12,12
8303,ACTIVE,1748,E,3400,3426,W,37TH,PL,,12,N,12,12
8302,ACTIVE,204,O,1643,1657,W,DIVISION,ST,,01,Y,1,1
8301,ACTIVE,22,E,7070,7098,W,BALMORAL,AVE,,41,N,41,41
8300,ACTIVE,1738,E,716,728,N,MENARD,AVE,,29,N,29,29
8299,ACTIVE,1738,O,713,727,N,MENARD,AVE,,29,N,29,29
8298,ACTIVE,154,E,1700,1730,W,BLOOMINGDALE,AVE,,32,Y,32,32
8297,ACTIVE,154,O,1901,1999,N,PAULINA,ST,,32,Y,32,32
8296,ACTIVE,154,E,1800,1898,W,DIVISION,ST,,01,Y,1,1
8295,ACTIVE,168,O,2001,2099,W,DIVISION,ST,,01,Y,1,1
8294,ACTIVE,168,O,1901,1999,W,DIVISION,ST,,01,Y,1,1
8293,ACTIVE,95,E,3334,3398,W,BARRY,AVE,,35,N,35,35
8292,ACTIVE,967,O,2535,2559,W,50TH,ST,,14,N,14,14
8291,ACTIVE,1752,O,10759,10759,S,HOMAN,AVE,,19,N,19,19
8290,ACTIVE,1752,E,3332,3346,W,108TH,ST,,19,N,19,19
8289,ACTIVE,101,O,5101,5171,N,LOVEJOY,AVE,,45,N,45,45
8288,ACTIVE,1766,O,2301,2343,N,MENARD,AVE,,36,N,37,37
8287,ACTIVE,1765,O,2501,2553,S,TRUMBULL,AVE,,22,N,22,22
8286,ACTIVE,1129,O,2701,2799,S,INDIANA,AVE,,02,N,2,2
8285,ACTIVE,1129,E,2700,2798,S,INDIANA,AVE,,02,N,2,2
8284,ACTIVE,345,O,4535,4599,W,60TH,ST,,13,N,13,13
8283,ACTIVE,1730,E,4534,4598,W,60TH,ST,,13,N,13,13
8282,ACTIVE,1730,E,4518,4532,W,60TH,ST,,13,N,13,13
8281,ACTIVE,345,O,4501,4533,W,60TH,ST,,13,N,13,13
8280,ACTIVE,345,E,4500,4516,W,60TH,ST,,13,N,13,13
8279,ACTIVE,1740,O,2315,2353,N,MERRIMAC,AVE,,29,N,29,29
8278,ACTIVE,1740,E,2316,2350,N,MERRIMAC,AVE,,29,N,29,29
8277,ACTIVE,1055,E,710,798,W,EASTMAN,ST,,27,N,27,27
8276,ACTIVE,39,O,5301,5375,N,EAST RIVER,RD,,41,N,41,41
8275,ACTIVE,1766,E,2300,2348,N,MENARD,AVE,,36,N,37,37
8274,ACTIVE,1765,E,2500,2542,S,TRUMBULL,AVE,,22,N,22,22
8273,ACTIVE,1763,E,8300,8352,S,BLACKSTONE,AVE,,08,N,8,8
8272,ACTIVE,1713,E,800,854,N,TRUMBULL,AVE,,27,N,27,27
8271,ACTIVE,1713,O,801,855,N,TRUMBULL,AVE,,27,N,27,27
8270,ACTIVE,1701,E,2400,2498,N,FRANCISCO,AVE,,35,N,35,35
8269,ACTIVE,1702,O,6381,6391,W,58TH,ST,,23,N,23,23
8268,ACTIVE,1701,O,2401,2499,N,FRANCISCO,AVE,,35,N,35,35
8267,ACTIVE,1703,E,5600,5654,S,SPAULDING,AVE,,14,N,14,14
8266,ACTIVE,203,O,4315,4355,S,SACRAMENTO,AVE,,14,N,14,14
8265,ACTIVE,636,E,3700,3752,W,ROSCOE,ST,,30,N,30,30
8264,ACTIVE,30,E,7146,7158,W,54TH,ST,,23,N,23,23
8263,ACTIVE,1698,O,9319,9355,S,GREENWOOD,AVE,,08,N,8,8
8262,ACTIVE,1699,O,3115,3159,S,HARDING,AVE,,22,N,22,22
8261,ACTIVE,1699,E,3112,3150,S,HARDING,AVE,,22,N,22,22
8260,ACTIVE,1792,E,4014,4048,N,PLAINFIELD,AVE,,36,N,36,36
8259,ACTIVE,102,O,2415,2431,W,CHARLESTON,ST,,01,N,1,1
8258,ACTIVE,1705,O,2629,2657,S,CHRISTIANA,AVE,,22,N,22,22
8257,ACTIVE,1673,O,521,799,S,PLYMOUTH,CT,,02,Y,2,2
8256,ACTIVE,102,E,2414,2430,W,CHARLESTON,ST,,01,N,1,1
8255,ACTIVE,1696,O,5701,5721,W,WEST END,AVE,,29,N,29,29
8254,ACTIVE,1696,E,5700,5720,W,WEST END,AVE,,29,N,29,29
8252,ACTIVE,1687,O,2101,2157,N,KARLOV,AVE,,30,N,30,30
8251,ACTIVE,1687,E,2100,2158,N,KARLOV,AVE,,30,N,30,30
8250,ACTIVE,1691,O,3901,3945,W,63RD,PL,,13,N,13,13
8249,ACTIVE,1675,E,1400,1530,S,PRAIRIE,AVE,,02,Y,2,2
8248,ACTIVE,109,E,2300,2360,S,WOLCOTT,AVE,,25,N,25,25
8247,ACTIVE,1690,O,2607,2649,N,WHIPPLE,ST,,35,N,35,35
8246,ACTIVE,350,E,800,852,N,LA SALLE,DR,,42,Y,42,42
8245,ACTIVE,1686,E,2,38,W,26TH,ST,,03,N,3,3
8244,ACTIVE,448,E,2450,2450,W,GRANVILLE,AVE,,50,N,50,50
8243,ACTIVE,1677,O,1901,1911,S,CALUMET,AVE,,02,Y,2,2
8242,ACTIVE,1677,E,1900,1910,S,CALUMET,AVE,,02,Y,2,2
8241,ACTIVE,1675,O,101,199,E,14TH,ST,,02,N,2,2
8240,ACTIVE,1675,E,100,198,E,14TH,ST,,02,N,2,2
8239,ACTIVE,1674,O,1,27,W,15TH,ST,,,N,3,3
8238,ACTIVE,1684,O,441,469,N,ABERDEEN,ST,,27,N,27,27
8237,ACTIVE,1684,E,440,470,N,ABERDEEN,ST,,27,N,27,27
8236,RESCINDED,1678,E,7800,7842,S,HOYNE,AVE,,18,N,18,18
8235,ACTIVE,1124,O,3651,3655,E,104TH,ST,,10,N,10,10
8234,ACTIVE,1680,O,7701,7799,S,DOBSON,AVE,,08,N,8,8
8233,ACTIVE,1680,E,7700,7798,S,DOBSON,AVE,,08,N,8,8
8232,ACTIVE,1679,O,8201,8299,S,ELLIS,AVE,,08,N,8,8
8231,ACTIVE,1679,E,8200,8298,S,ELLIS,AVE,,08,N,8,8
8230,ACTIVE,205,E,452,458,N,MENARD,AVE,,29,N,29,29
8229,ACTIVE,1633,O,1101,1143,N,MOZART,ST,,26,N,26,26
8228,ACTIVE,1633,E,1100,1144,N,MOZART,ST,,26,N,26,26
8227,ACTIVE,219,E,3102,3128,W,WINONA,ST,,33,N,33,33
8226,ACTIVE,219,E,5128,5158,N,ALBANY,AVE,,33,N,33,33
8225,ACTIVE,1673,O,821,1153,S,CLARK,ST,,,Y,2,2
8224,ACTIVE,1673,E,820,1154,S,CLARK,ST,,02,Y,2,2
8223,ACTIVE,1268,O,4701,4799,N,SHERIDAN,RD,,46,Y,46,46
8221,ACTIVE,1130,O,1201,1299,W,LELAND,AVE,,46,Y,46,46
8219,ACTIVE,62,O,4801,4899,N,HERMITAGE,AVE,,47,N,47,47
8218,ACTIVE,62,E,4800,4898,N,HERMITAGE,AVE,,47,N,47,47
8217,ACTIVE,62,O,4601,4699,N,HERMITAGE,AVE,,47,N,47,47
8216,ACTIVE,62,E,4600,4698,N,HERMITAGE,AVE,,47,N,47,47
8215,ACTIVE,1616,O,5701,5731,N,NORTHCOTT,AVE,,41,N,41,41
8214,ACTIVE,1631,E,3200,3258,S,WELLS,ST,,11,N,11,11
8213,ACTIVE,1130,E,4600,4620,N,RACINE,AVE,,46,Y,46,46
8212,ACTIVE,1130,O,4601,4621,N,RACINE,AVE,,46,Y,46,46
8211,ACTIVE,149,E,5904,5960,W,WEST END,AVE,,29,N,29,29
8210,ACTIVE,635,E,3062,3140,N,DAVLIN,CT,,31,N,31,31
8209,ACTIVE,759,O,1009,1105,N,WASHTENAW,AVE,,01,Y,1,1
8208,ACTIVE,759,E,1010,1104,N,WASHTENAW,AVE,,,Y,1,1
8207,ACTIVE,759,E,1106,1116,N,ROCKWELL,ST,,01,Y,1,1
8206,ACTIVE,759,E,2500,2558,W,AUGUSTA,BLVD,,01,Y,1,1
8205,ACTIVE,154,O,1501,1541,N,PAULINA,ST,,,Y,1,1
8204,ACTIVE,154,E,1500,1542,N,PAULINA,ST,,01,Y,1,1
8203,ACTIVE,204,E,1106,1184,N,MILWAUKEE,AVE,,01,Y,1,1
8202,ACTIVE,168,O,1811,1845,W,IOWA,ST,,01,Y,1,1
8201,ACTIVE,168,O,847,885,N,PAULINA,ST,,01,Y,1,1
8200,ACTIVE,143,E,2052,2058,N,SHEFFIELD,AVE,,43,Y,43,43
8199,ACTIVE,143,O,2001,2075,N,LINCOLN PARK,,W,43,Y,43,43
8198,ACTIVE,143,O,435,443,W,WRIGHTWOOD,AVE,,43,Y,43,43
8197,ACTIVE,109,E,2242,2262,W,COULTER,ST,,25,N,25,25
8196,ACTIVE,109,E,2414,2446,W,25TH,ST,,25,N,25,25
8195,ACTIVE,1712,O,2815,2857,N,MAJOR,AVE,,30,N,30,30
8194,ACTIVE,1712,E,2814,2858,N,MAJOR,AVE,,30,N,30,30
8193,ACTIVE,1711,O,10001,10099,S,SEELEY,AVE,,19,N,19,19
8192,ACTIVE,185,E,2814,2858,W,40TH,PL,,14,N,14,14
8191,ACTIVE,1708,E,2048,2070,N,MOZART,ST,,35,N,35,35
8190,ACTIVE,1706,O,2701,2755,N,WHIPPLE,ST,,35,N,35,35
8189,ACTIVE,1670,E,5500,5552,W,WRIGHTWOOD,AVE,,30,N,30,30
8188,ACTIVE,1671,O,8107,8131,S,DOBSON,AVE,,08,N,8,8
8187,ACTIVE,1671,O,8001,8041,S,PERRY,AVE,,17,N,17,17
8186,ACTIVE,1690,E,2608,2648,N,WHIPPLE,ST,,35,N,35,35
8185,ACTIVE,1689,O,1901,1999,N,HAMLIN,AVE,,26,N,26,26
8184,ACTIVE,1688,E,3400,3498,W,PIERCE,AVE,,26,N,26,26
8183,ACTIVE,1665,O,3501,3599,W,MEDILL,AVE,,26,N,26,26
8182,ACTIVE,1665,E,3500,3598,W,MEDILL,AVE,,26,N,26,26
8181,RESCINDED,1659,O,7501,7599,S,CREGIER,AVE,,08,N,8,8
8180,ACTIVE,1676,O,1935,1935,S,ARCHER,AVE,,03,Y,3,3
8179,ACTIVE,1676,E,1812,1812,S,FEDERAL,ST,,03,Y,3,3
8178,RESCINDED,1659,E,7500,7598,S,CREGIER,AVE,,08,N,8,8
8177,ACTIVE,1676,E,1812,1812,S,STATE,ST,,03,Y,3,3
8175,ACTIVE,1676,E,1812,1812,S,CLARK,ST,,25,Y,25,25
8172,ACTIVE,5,O,1405,1529,W,TAYLOR,ST,,25,Y,2,2
8171,ACTIVE,5,E,1404,1528,W,TAYLOR,ST,,25,Y,25,2
8170,ACTIVE,12,O,9513,9559,S,WINCHESTER,AVE,,19,N,19,19
8169,ACTIVE,119,E,1528,1544,N,LA SALLE,ST,,43,Y,43,43
8168,ACTIVE,119,E,1500,1500,N,LA SALLE,ST,,43,Y,43,43
8167,ACTIVE,119,E,1422,1430,N,LA SALLE,ST,,43,Y,43,43
8166,ACTIVE,119,E,1400,1400,N,LA SALLE,ST,,43,Y,43,43
8165,ACTIVE,119,E,1302,1338,N,LA SALLE,ST,,43,Y,43,43
8164,ACTIVE,142,O,229,245,W,CONCORD,LN,,43,Y,43,43
8163,ACTIVE,142,E,230,244,W,CONCORD,LN,,43,Y,43,43
8162,ACTIVE,119,E,1212,1212,N,LA SALLE,ST,,43,Y,43,43
8161,ACTIVE,62,O,1807,1927,W,ARGYLE,ST,,47,Y,47,47
8160,ACTIVE,62,O,1901,1949,W,AINSLIE,ST,,47,Y,47,47
8159,ACTIVE,1661,E,5104,5144,W,ALTGELD,ST,,31,N,31,31
8158,ACTIVE,1661,O,5105,5145,W,ALTGELD,ST,,31,N,31,31
8157,ACTIVE,635,E,3216,3258,N,HAMLIN,AVE,,30,N,30,30
8156,ACTIVE,1639,O,5901,5969,W,WALTON,ST,,29,N,29,29
8155,ACTIVE,1676,O,2307,2337,S,WABASH,AVE,,02,N,2,2
8154,ACTIVE,62,E,1900,1950,W,AINSLIE,ST,,47,Y,47,47
8153,ACTIVE,1663,O,2815,2857,N,TROY,ST,,35,N,35,35
8152,ACTIVE,1657,O,3901,3999,S,PRAIRIE,AVE,,03,N,3,3
8151,ACTIVE,1658,E,4000,4098,S,INDIANA,AVE,,03,N,3,3
8150,ACTIVE,5,E,1246,1282,W,LEXINGTON,ST,,25,N,25,25
8149,ACTIVE,1632,O,2045,2099,N,ST LOUIS,AVE,,26,N,26,26
8148,ACTIVE,1632,E,2046,2098,N,ST LOUIS,AVE,,26,N,26,26
8147,ACTIVE,168,O,901,999,N,WOLCOTT,AVE,,32,N,32,32
8146,ACTIVE,168,E,900,998,N,WOLCOTT,AVE,,32,N,32,32
8145,ACTIVE,568,E,2800,2856,W,24TH,ST,,12,N,12,12
8144,ACTIVE,568,O,2701,2721,W,24TH,ST,,12,N,12,12
8143,ACTIVE,1735,E,2232,2256,N,LAWNDALE,AVE,,35,N,35,35
8142,ACTIVE,1735,O,2231,2255,N,LAWNDALE,AVE,,26,N,26,26
8141,ACTIVE,1737,E,8000,8046,S,LAFAYETTE,AVE,,17,N,17,17
