ROW ID,STATUS,ZONE,ODD_EVEN,ADDRESS RANGE - LOW,ADDRESS RANGE - HIGH,STREET DIRECTION,STREET NAME,STREET TYPE,SECOND STREET DIRECTION,SPONSOR WARD,BUFFER,WARD - LOW,WARD - HIGH
3668,ACTIVE,74,E,2,48,E,SCHILLER,ST,,43,Y,43,43
3667,ACTIVE,20,E,5500,5526,N,SAYRE,AVE,,41,N,41,41
3666,ACTIVE,20,O,5455,5481,N,SAYRE,AVE,,41,N,41,41
3665,ACTIVE,20,O,5443,5449,N,SAYRE,AVE,,41,N,41,41
3664,ACTIVE,20,E,5400,5424,N,SAYRE,AVE,,41,N,41,41
3663,ACTIVE,178,E,4814,4856,N,SAYRE,AVE,,41,N,41,41
3662,ACTIVE,26,O,2301,2359,N,SAYRE,AVE,,36,N,36,36
3661,ACTIVE,26,E,2200,2236,N,SAYRE,AVE,,36,N,36,36
3660,RESCINDED,27,O,11001,11043,S,SAWYER,AVE,,19,N,19,19
3659,RESCINDED,27,E,11000,11044,S,SAWYER,AVE,,19,N,19,19
3658,ACTIVE,596,E,7800,7898,S,SAWYER,AVE,,18,N,18,18
3657,ACTIVE,957,E,5900,5998,S,SAWYER,AVE,,16,N,16,16
3656,ACTIVE,1010,E,5514,5558,S,SAWYER,AVE,,14,N,14,14
3655,ACTIVE,999,E,2900,2958,W,WALTON,ST,,26,N,26,26
3654,ACTIVE,658,E,2838,2852,W,WALTON,ST,,26,N,26,26
3653,ACTIVE,817,E,2600,2698,W,WALTON,ST,,26,N,26,26
3652,ACTIVE,148,E,100,142,S,WALLER,AVE,,29,N,29,29
3651,ACTIVE,148,E,18,34,S,WALLER,AVE,,29,N,29,29
3650,ACTIVE,953,E,1400,1498,N,WALLER,AVE,,29,N,29,29
3649,ACTIVE,161,E,10600,10644,S,WALDEN,PKWY,,19,N,19,19
3648,ACTIVE,161,E,10500,10564,S,WALDEN,PKWY,,19,N,19,19
3647,ACTIVE,161,E,10316,10360,S,WALDEN,PKWY,,19,N,19,19
3646,ACTIVE,161,E,10206,10230,S,WALDEN,PKWY,,19,N,19,19
3645,ACTIVE,12,E,9800,9854,S,WALDEN,PKWY,,19,N,19,19
3644,ACTIVE,25,E,9400,9442,S,WABASH,AVE,,06,N,6,6
3643,ACTIVE,267,E,9300,9358,S,WABASH,AVE,,06,N,6,6
3642,ACTIVE,267,E,9200,9258,S,WABASH,AVE,,06,N,6,6
3641,ACTIVE,1173,E,8800,8858,S,WABASH,AVE,,06,N,6,6
3640,ACTIVE,129,E,8714,8758,S,WABASH,AVE,,06,N,6,6
3639,ACTIVE,121,E,8000,8058,S,WABASH,AVE,,06,N,6,6
3638,ACTIVE,121,E,7914,7958,S,WABASH,AVE,,06,N,6,6
3637,ACTIVE,121,E,7900,7906,S,WABASH,AVE,,06,N,6,6
3636,ACTIVE,1219,O,7701,7799,S,WABASH,AVE,,06,N,6,6
3635,ACTIVE,641,E,7510,7556,S,WABASH,AVE,,06,N,6,6
3634,ACTIVE,1075,E,7400,7498,S,WABASH,AVE,,06,N,6,6
3633,ACTIVE,1220,E,6900,6998,S,WABASH,AVE,,06,N,6,6
3632,ACTIVE,1211,E,2600,2698,S,WABASH,AVE,,02,N,2,2
3631,ACTIVE,1170,E,2700,2744,N,MERRIMAC,AVE,,29,N,29,29
3630,ACTIVE,850,E,4200,4298,W,52ND,ST,,23,N,23,23
3629,ACTIVE,1331,O,901,999,W,15TH,PL,,25,Y,25,25
3628,ACTIVE,1331,E,900,998,W,15TH,PL,,25,Y,25,25
3627,ACTIVE,1476,E,1400,1498,S,HALSTED,ST,,25,Y,25,25
3626,ACTIVE,1430,O,3759,3759,N,PIONEER,AVE,,36,N,36,36
3625,ACTIVE,1430,E,3756,3756,N,PIONEER,AVE,,36,N,36,36
3624,ACTIVE,960,E,2500,2538,W,PATTERSON,AVE,,47,N,47,47
3623,ACTIVE,759,E,2400,2498,W,HADDON,AVE,,26,N,26,26
3622,ACTIVE,102,E,2760,2764,W,ST MARY,ST,,01,N,1,1
3621,ACTIVE,1415,E,2900,2998,N,SPAULDING,AVE,,35,N,35,35
3620,RESCINDED,1429,E,11800,11898,S,PEORIA,ST,,34,N,34,34
3619,ACTIVE,1426,E,3400,3498,N,HAMLIN,AVE,,30,N,30,30
3618,ACTIVE,1422,E,3200,3298,N,AVERS,AVE,,30,N,30,30
3617,ACTIVE,1421,O,5501,5599,N,LINDER,AVE,,45,N,45,45
3616,ACTIVE,1421,E,5502,5598,N,LINDER,AVE,,45,N,45,45
3615,ACTIVE,1425,E,2300,2398,N,MULLIGAN,AVE,,29,N,29,29
3614,ACTIVE,1419,E,5900,5998,W,FULTON,ST,,29,N,29,29
3613,ACTIVE,1420,E,2100,2198,N,MASON,AVE,,29,N,29,29
3612,ACTIVE,1423,O,161,199,N,LA CROSSE,AVE,,28,Y,28,28
3611,ACTIVE,1423,E,148,198,N,LA CROSSE,AVE,,28,Y,28,28
3610,ACTIVE,348,E,400,498,W,EVERGREEN,AVE,,27,N,27,27
3609,ACTIVE,1428,E,2600,2658,W,25TH,ST,,12,N,12,12
3608,ACTIVE,352,E,3900,3958,W,56TH,PL,,13,N,13,13
3607,ACTIVE,4,E,4900,4998,W,51ST,ST,,23,N,23,23
3606,ACTIVE,168,E,2000,2098,W,SUPERIOR,ST,,01,N,1,1
3605,ACTIVE,1396,E,5300,5398,S,LONG,AVE,,23,N,23,23
3604,ACTIVE,1405,E,2900,2998,N,WISNER,AVE,,35,N,35,35
3603,ACTIVE,102,E,2230,2298,N,CAMPBELL,AVE,,01,N,1,1
3602,ACTIVE,1359,E,3100,3198,W,42ND,ST,,14,N,14,14
3601,ACTIVE,62,E,4700,4798,N,PAULINA,ST,,47,N,47,47
3600,ACTIVE,102,E,2300,2398,W,DICKENS,AVE,,32,N,32,32
3599,ACTIVE,1400,E,6000,6098,N,TALMAN,AVE,,50,N,50,50
3597,ACTIVE,1384,E,800,898,N,KEYSTONE,AVE,,37,N,37,37
3596,ACTIVE,1398,E,2900,2998,N,NASHVILLE,AVE,,36,N,36,36
3595,ACTIVE,1397,E,3100,3158,N,NORMANDY,AVE,,36,N,36,36
3594,ACTIVE,62,E,4700,4742,N,WINCHESTER,AVE,,47,N,47,47
3593,ACTIVE,62,E,4600,4656,N,WINCHESTER,AVE,,47,N,47,47
3592,ACTIVE,154,O,1611,1649,N,WINCHESTER,AVE,,32,N,32,32
3591,ACTIVE,168,E,1100,1198,N,WINCHESTER,AVE,,01,N,1,1
3590,ACTIVE,168,E,1000,1098,N,WINCHESTER,AVE,,01,N,1,1
3589,ACTIVE,168,E,900,970,N,WINCHESTER,AVE,,32,N,32,32
3588,ACTIVE,168,O,815,859,N,WINCHESTER,AVE,,32,N,1,1
3587,ACTIVE,383,E,3800,3898,N,WILTON,AVE,,44,N,44,44
3586,ACTIVE,383,E,3700,3798,N,WILTON,AVE,,44,N,44,44
3585,ACTIVE,383,E,3600,3698,N,WILTON,AVE,,44,N,44,44
3584,ACTIVE,383,E,3500,3598,N,WILTON,AVE,,44,N,44,44
3583,ACTIVE,383,E,3200,3298,N,WILTON,AVE,,44,N,44,44
3582,ACTIVE,154,O,1201,1299,N,NOBLE,ST,,32,Y,32,32
3581,ACTIVE,1430,O,3801,3801,N,PIONEER,AVE,,36,N,36,36
3580,ACTIVE,1430,E,3800,3800,N,PIONEER,AVE,,36,N,36,36
3578,ACTIVE,1331,E,816,912,W,VILLAGE,CT,,25,Y,25,25
3577,ACTIVE,1424,E,660,698,N,PEORIA,ST,,27,N,27,27
3576,ACTIVE,1418,E,800,898,S,ST LOUIS,AVE,,24,N,24,24
3575,ACTIVE,1411,E,8700,8798,S,PAXTON,AVE,,08,N,8,8
3574,ACTIVE,1416,E,1200,1298,N,AVERS,AVE,,27,N,27,27
3573,ACTIVE,27,E,11000,11030,S,CHRISTIANA,AVE,,19,N,19,19
3572,ACTIVE,1408,E,2100,2198,N,TRIPP,AVE,,30,N,30,30
3571,ACTIVE,1409,E,2000,2098,N,TRIPP,AVE,,30,N,30,30
3570,ACTIVE,1406,E,5300,5398,W,FLETCHER,ST,,30,N,30,30
3569,ACTIVE,1413,O,8101,8153,S,STEWART,AVE,,21,N,21,21
3568,ACTIVE,1673,O,601,799,S,LA SALLE,ST,,02,N,2,2
3567,ACTIVE,1402,E,9300,9398,S,LONGWOOD,DR,,19,N,19,19
3566,ACTIVE,1402,E,9400,9498,S,LONGWOOD,DR,,19,N,19,19
3565,ACTIVE,102,O,1401,1499,N,ARTESIAN,AVE,,01,N,1,1
3564,ACTIVE,279,E,3500,3598,S,OAKLEY,AVE,,11,N,11,11
3563,ACTIVE,151,E,5100,5198,S,HAMLIN,AVE,,23,N,23,23
3562,ACTIVE,1395,E,1600,1698,N,MEADE,AVE,,29,N,29,29
3561,ACTIVE,1388,E,700,798,N,ADA,ST,,27,N,27,27
3560,ACTIVE,1387,E,4400,4498,S,LAWLER,AVE,,23,N,23,23
3559,ACTIVE,1393,E,8900,8998,S,BISHOP,ST,,21,N,21,21
3558,ACTIVE,143,E,734,752,W,WILLOW,ST,,43,N,43,43
3557,ACTIVE,1365,E,3800,3898,S,WASHTENAW,AVE,,12,N,12,12
3556,ACTIVE,168,E,2300,2398,W,WALTON,ST,,32,N,32,32
3555,ACTIVE,1344,E,6400,6498,S,VERNON,AVE,,20,N,20,20
3554,ACTIVE,1342,E,4500,4598,S,TRUMBULL,AVE,,14,N,14,14
3553,ACTIVE,1343,E,5500,5598,S,TROY,ST,,14,N,14,14
3552,ACTIVE,1349,E,3600,3698,N,TRIPP,AVE,,38,N,38,38
3551,ACTIVE,383,E,1200,1298,W,HENDERSON,ST,,44,N,44,44
3550,ACTIVE,383,E,1300,1398,W,HENDERSON,ST,,44,N,44,44
3549,ACTIVE,383,E,1400,1498,W,HENDERSON,ST,,44,N,44,44
3548,ACTIVE,383,E,1500,1598,W,HENDERSON,ST,,44,N,44,44
3547,ACTIVE,1396,E,5200,5298,S,LONG,AVE,,23,N,23,23
3546,ACTIVE,383,E,3200,3298,N,GREENVIEW,AVE,,44,N,44,44
3545,ACTIVE,383,E,3300,3398,N,GREENVIEW,AVE,,44,N,44,44
3543,ACTIVE,56,E,6300,6398,N,GLENWOOD,AVE,,40,N,40,40
3542,ACTIVE,1364,E,5400,5498,W,GEORGE,ST,,31,N,31,31
3541,ACTIVE,255,E,6400,6498,W,GEORGE,ST,,36,N,36,36
3540,RESCINDED,1119,E,6500,6550,W,GEORGE,ST,,36,N,36,36
3539,ACTIVE,255,E,6600,6634,W,GEORGE,ST,,36,N,36,36
3538,ACTIVE,383,E,1200,1298,W,EDDY,ST,,44,N,44,44
3537,ACTIVE,383,E,1300,1398,W,EDDY,ST,,44,N,44,44
3536,ACTIVE,1372,E,3200,3298,N,DRAKE,AVE,,35,N,35,35
3535,ACTIVE,1361,O,7801,7899,S,DOBSON,AVE,,08,N,8,8
3534,ACTIVE,1373,E,3940,3948,N,OKETO,AVE,,36,N,36,36
3533,ACTIVE,1357,E,9300,9398,S,NORMAL,AVE,,21,N,21,21
3532,ACTIVE,383,E,1200,1298,W,NEWPORT,AVE,,44,N,44,44
3531,ACTIVE,383,E,1300,1398,W,NEWPORT,AVE,,44,N,44,44
3530,ACTIVE,1374,E,2800,2898,N,NEWLAND,AVE,,36,N,36,36
3529,ACTIVE,1350,E,5500,5526,N,NASHVILLE,AVE,,41,N,41,41
3528,ACTIVE,1351,E,6300,6398,N,MONTICELLO,AVE,,50,N,50,50
3527,ACTIVE,383,E,1200,1298,W,MELROSE,ST,,44,N,44,44
3526,ACTIVE,383,E,1300,1398,W,MELROSE,ST,,44,N,44,44
3525,ACTIVE,383,E,1400,1498,W,MELROSE,ST,,44,N,44,44
3524,ACTIVE,383,E,1500,1598,W,MELROSE,ST,,44,N,44,44
3523,ACTIVE,1377,E,8600,8698,S,MARYLAND,AVE,,08,N,8,8
3522,ACTIVE,102,E,2300,2398,W,MONTANA,ST,,01,N,1,1
3521,ACTIVE,383,E,3300,3398,N,LAKEWOOD,AVE,,44,N,44,44
3520,ACTIVE,383,E,3400,3498,N,LAKEWOOD,AVE,,44,N,44,44
3519,ACTIVE,383,E,3500,3598,N,LAKEWOOD,AVE,,44,N,44,44
3518,ACTIVE,383,E,1200,1298,W,SCHOOL,ST,,44,N,44,44
3517,ACTIVE,383,E,1300,1398,W,SCHOOL,ST,,44,N,44,44
3516,ACTIVE,383,E,1400,1498,W,SCHOOL,ST,,44,N,44,44
3515,ACTIVE,383,E,1500,1598,W,SCHOOL,ST,,44,N,44,44
3514,ACTIVE,1370,E,664,698,N,SANGAMON,ST,,27,N,27,27
3513,ACTIVE,952,E,5500,5598,S,SACRAMENTO,AVE,,14,N,14,14
3512,ACTIVE,1376,E,3100,3198,N,RUTHERFORD,AVE,,36,N,36,36
3511,ACTIVE,383,E,1200,1298,W,ROSCOE,ST,,44,N,44,44
3510,ACTIVE,383,E,1300,1398,W,ROSCOE,ST,,44,N,44,44
3509,ACTIVE,586,E,4132,4154,W,ROSCOE,ST,,30,N,30,30
3508,ACTIVE,102,O,2115,2151,N,POINT,ST,,01,N,1,1
3507,ACTIVE,1315,E,1300,1398,S,PAULINA,ST,,02,N,2,2
3506,RESCINDED,1379,O,7801,7899,S,PAULINA,ST,,17,N,17,17
3505,RESCINDED,1379,E,7800,7898,S,PAULINA,ST,,17,N,17,17
3504,ACTIVE,1346,E,4800,4898,W,PARKER,AVE,,31,N,31,31
3503,ACTIVE,1354,E,6800,6898,N,OTTAWA,AVE,,41,N,41,41
3502,ACTIVE,1363,E,2200,2298,N,KEYSTONE,AVE,,31,N,31,31
3501,ACTIVE,1401,E,4600,4698,S,HERMITAGE,AVE,,20,N,20,20
3500,ACTIVE,1356,E,3800,3898,N,KEELER,AVE,,38,N,38,38
3499,ACTIVE,1355,E,2700,2798,W,IOWA,ST,,26,N,26,26
3498,ACTIVE,1371,E,800,898,W,HURON,ST,,27,N,27,27
3497,ACTIVE,1370,E,900,998,W,HURON,ST,,27,N,27,27
3496,ACTIVE,12,E,2000,2098,W,94TH,ST,,19,N,19,19
3495,ACTIVE,1343,E,3120,3134,W,56TH,ST,,14,N,14,14
3494,ACTIVE,1227,E,3100,3198,W,42ND,PL,,14,N,14,14
3493,ACTIVE,1378,E,2600,2698,W,37TH,PL,,12,N,12,12
3492,ACTIVE,1375,E,2930,2958,W,23RD,ST,,12,N,12,12
3491,RESCINDED,1360,O,1,99,E,122ND,ST,,,N,9,9
3490,RESCINDED,1360,E,2,100,E,122ND,ST,,,N,9,9
3489,ACTIVE,383,E,1200,1298,W,CORNELIA,AVE,,44,N,44,44
3488,ACTIVE,383,E,1300,1398,W,CORNELIA,AVE,,44,N,44,44
3487,ACTIVE,348,E,1300,1366,N,CLEVELAND,AVE,,43,N,43,43
3486,ACTIVE,348,E,1400,1462,N,CLEVELAND,AVE,,43,N,43,43
3485,ACTIVE,1362,O,9801,9899,S,CALUMET,AVE,,06,N,6,6
3484,ACTIVE,1353,O,6801,6899,W,BALMORAL,AVE,,41,N,41,41
3483,ACTIVE,143,E,1000,1054,W,DICKENS,AVE,,32,N,32,32
3482,ACTIVE,1211,O,1,49,E,26TH,ST,,03,Y,3,2
3481,ACTIVE,1421,E,5500,5598,W,PARKER,AVE,,30,N,30,30
3480,ACTIVE,143,O,1901,1959,N,KENMORE,AVE,,32,N,32,32
3479,ACTIVE,168,E,814,858,N,WINCHESTER,AVE,,32,N,32,32
3478,ACTIVE,1331,E,800,846,W,COLLEGE,PKWY,,25,Y,25,25
3477,ACTIVE,1414,E,2600,2698,E,74TH,ST,,07,N,7,7
3476,ACTIVE,1341,O,2437,2449,S,BOULEVARD,WAY,,12,N,12,12
3475,ACTIVE,1407,E,2200,2298,N,KARLOV,AVE,,31,N,31,31
3474,ACTIVE,1412,E,9300,9398,S,EUCLID,AVE,,08,N,8,8
3473,ACTIVE,1130,E,1200,1298,W,SUNNYSIDE,AVE,,46,N,46,46
3472,ACTIVE,1392,E,2900,2998,N,NEVA,AVE,,36,N,36,36
3471,ACTIVE,1383,E,2100,2198,S,FAIRFIELD,AVE,,28,N,28,28
3470,RESCINDED,1390,E,2110,2148,W,82ND,PL,,18,N,18,18
3469,ACTIVE,168,E,900,998,N,HERMITAGE,AVE,,01,N,1,1
3468,ACTIVE,1385,E,2500,2598,N,MASON,AVE,,29,N,29,29
3467,ACTIVE,143,E,2700,2750,N,WILTON,AVE,,43,N,43,43
3466,ACTIVE,143,E,2614,2658,N,WILTON,AVE,,43,N,43,43
3465,ACTIVE,107,E,3700,3754,W,WILSON,AVE,,39,N,39,39
3464,RESCINDED,126,E,1900,1998,W,WILSON,AVE,,47,N,47,47
3463,ACTIVE,102,O,1901,1953,N,WILMOT,AVE,,32,N,32,32
3462,ACTIVE,102,E,2000,2098,W,WILLOW,ST,,32,N,32,32
3461,ACTIVE,143,E,912,958,W,WILLOW,ST,,43,N,43,43
3460,ACTIVE,143,E,800,898,W,WILLOW,ST,,43,N,43,43
3459,ACTIVE,126,O,1817,1829,W,WILSON,AVE,,47,N,47,47
3458,ACTIVE,143,O,703,751,W,WILLOW,ST,,43,N,43,43
3457,ACTIVE,143,E,608,658,W,WILLOW,ST,,43,N,43,43
3456,ACTIVE,142,E,304,344,W,WILLOW,ST,,43,N,43,43
3455,ACTIVE,142,E,200,260,W,WILLOW,ST,,43,N,43,43
3454,ACTIVE,846,E,712,748,N,WILLARD,CT,,27,N,27,27
3453,ACTIVE,640,E,4500,4598,W,WILCOX,ST,,28,N,28,28
3452,ACTIVE,746,E,4400,4498,W,WILCOX,ST,,28,N,28,28
3451,ACTIVE,119,E,1500,1550,N,WIELAND,ST,,27,N,27,27
3450,ACTIVE,119,E,1400,1458,N,WIELAND,ST,,27,N,27,27
3449,ACTIVE,154,E,1310,1338,N,WICKER PARK,AVE,,01,N,1,1
3448,ACTIVE,187,E,6252,6262,S,WHIPPLE,ST,,15,N,15,15
3447,ACTIVE,187,E,6200,6242,S,WHIPPLE,ST,,15,N,15,15
3446,ACTIVE,1232,E,5800,5898,S,WHIPPLE,ST,,14,N,14,14
3445,ACTIVE,252,E,4600,4698,S,WHIPPLE,ST,,14,N,14,14
3444,ACTIVE,683,E,4500,4558,S,WHIPPLE,ST,,14,N,14,14
3443,ACTIVE,1235,E,4400,4460,S,WHIPPLE,ST,,14,N,14,14
3442,ACTIVE,252,E,4300,4358,S,WHIPPLE,ST,,14,N,14,14
3441,ACTIVE,383,O,2801,2899,N,SHEFFIELD,AVE,,44,Y,44,44
3440,ACTIVE,383,E,2800,2898,N,SHEFFIELD,AVE,,44,Y,44,44
3439,ACTIVE,143,E,2500,2534,N,SHEFFIELD,AVE,,43,N,43,32
3438,ACTIVE,143,O,1701,1733,N,SHEFFIELD,AVE,,32,N,32,32
3437,ACTIVE,23,E,5200,5258,S,SAWYER,AVE,,14,N,14,14
3436,ACTIVE,1096,E,4500,4554,S,SAWYER,AVE,,14,N,14,14
3435,ACTIVE,252,E,4300,4342,S,SAWYER,AVE,,14,N,14,14
3434,ACTIVE,485,E,2614,2658,S,SAWYER,AVE,,22,N,22,22
3433,ACTIVE,548,E,2500,2552,S,SAWYER,AVE,,22,N,22,22
3432,ACTIVE,694,E,5000,5098,N,SAWYER,AVE,,39,N,39,39
3431,ACTIVE,220,E,4814,4858,N,SAWYER,AVE,,39,N,39,39
3430,ACTIVE,220,E,4806,4810,N,SAWYER,AVE,,39,N,39,39
3429,ACTIVE,116,E,4704,4742,N,SAWYER,AVE,,33,N,33,33
3428,ACTIVE,114,E,4014,4046,N,SAWYER,AVE,,33,N,33,33
3427,ACTIVE,114,O,3901,3941,N,SAWYER,AVE,,33,N,33,33
3426,ACTIVE,95,O,3101,3147,N,SAWYER,AVE,,35,N,35,35
3425,ACTIVE,100,O,2645,2651,N,SAWYER,AVE,,35,N,35,35
3424,ACTIVE,100,O,2601,2637,N,SAWYER,AVE,,35,N,35,35
3423,ACTIVE,100,E,2600,2660,N,SAWYER,AVE,,35,N,35,35
3422,ACTIVE,100,E,2500,2538,N,SAWYER,AVE,,35,N,35,35
3421,ACTIVE,100,O,2415,2457,N,SAWYER,AVE,,35,N,35,35
3420,ACTIVE,172,O,6071,6099,N,SAUGANASH,AVE,,39,N,39,39
3419,ACTIVE,172,O,6037,6063,N,SAUGANASH,AVE,,39,N,39,39
3418,ACTIVE,172,O,6011,6023,N,SAUGANASH,AVE,,39,N,39,39
3417,ACTIVE,112,E,9430,9460,S,SANGAMON,ST,,21,N,21,21
3416,ACTIVE,253,O,8607,8643,S,SANGAMON,ST,,21,N,21,21
3415,ACTIVE,253,E,8606,8642,S,SANGAMON,ST,,21,N,21,21
3414,RESCINDED,77,E,7914,7958,S,SANGAMON,ST,,17,N,17,17
3413,ACTIVE,1331,E,1500,1598,S,SANGAMON,ST,,25,N,25,25
3412,ACTIVE,1331,E,1400,1498,S,SANGAMON,ST,,25,N,25,25
3411,ACTIVE,74,E,1300,1398,N,SANDBURG,TER,,42,N,42,42
3410,ACTIVE,74,O,1201,1299,N,SANDBURG,TER,,42,N,42,42
3409,ACTIVE,952,E,5600,5698,S,SACRAMENTO,AVE,,14,N,14,14
3408,ACTIVE,252,E,4600,4652,S,SACRAMENTO,AVE,,14,N,14,14
3407,ACTIVE,203,O,4215,4259,S,SACRAMENTO,AVE,,14,N,14,14
3406,ACTIVE,349,E,2700,2758,S,SACRAMENTO,AVE,,12,N,12,12
3405,ACTIVE,864,E,2200,2258,S,SACRAMENTO,AVE,,12,N,12,12
3404,ACTIVE,559,E,5916,5940,N,SACRAMENTO,AVE,,40,N,40,40
3403,ACTIVE,909,E,832,880,N,SACRAMENTO,BLVD,,26,N,26,26
3402,ACTIVE,909,O,801,899,N,SACRAMENTO,BLVD,,26,N,26,26
3401,ACTIVE,937,E,3500,3558,N,RUTHERFORD,AVE,,36,N,36,36
3400,ACTIVE,262,E,3200,3298,N,RUTHERFORD,AVE,,36,N,36,36
3399,ACTIVE,235,E,2416,2456,N,RUTHERFORD,AVE,,36,N,36,36
3398,ACTIVE,124,E,2344,2366,N,RUTHERFORD,AVE,,36,N,36,36
3397,ACTIVE,26,E,1600,1660,N,RUTHERFORD,AVE,,36,N,36,36
3395,ACTIVE,143,E,416,458,W,ROSLYN,PL,,43,N,43,43
3394,ACTIVE,280,E,2300,2342,W,ROSEMONT,AVE,,50,N,50,50
3393,ACTIVE,280,O,2201,2259,W,ROSEMONT,AVE,,50,N,50,50
3392,ACTIVE,56,E,1302,1316,W,ROSEMONT,AVE,,40,N,40,40
3391,ACTIVE,65,E,1728,1756,W,ROSEHILL,DR,,40,N,40,40
3390,ACTIVE,65,O,1705,1755,W,ROSEHILL,DR,,40,N,40,40
3389,ACTIVE,65,E,1600,1652,W,ROSEHILL,DR,,40,N,40,40
3388,RESCINDED,1243,E,6300,6398,W,ROSCOE,ST,,36,N,36,36
3387,ACTIVE,45,O,6001,6059,W,ROSCOE,ST,,36,N,36,36
3386,ACTIVE,45,E,5900,5958,W,ROSCOE,ST,,38,N,38,38
3385,ACTIVE,47,E,5012,5058,W,ROSCOE,ST,,38,N,38,38
3384,ACTIVE,47,O,5001,5057,W,ROSCOE,ST,,38,N,38,38
3383,ACTIVE,47,E,4900,4956,W,ROSCOE,ST,,38,N,38,38
3382,ACTIVE,47,E,4810,4864,W,ROSCOE,ST,,38,N,38,38
3381,ACTIVE,55,E,4704,4754,W,ROSCOE,ST,,30,N,30,30
3380,ACTIVE,1032,E,4100,4128,W,ROSCOE,ST,,30,N,30,30
3379,ACTIVE,94,E,4014,4040,W,ROSCOE,ST,,30,N,30,30
3378,ACTIVE,383,E,1500,1598,W,ROSCOE,ST,,44,N,44,44
3377,ACTIVE,383,E,1400,1498,W,ROSCOE,ST,,44,N,44,44
3376,ACTIVE,383,E,1000,1098,W,ROSCOE,ST,,44,N,44,44
3375,ACTIVE,383,E,900,998,W,ROSCOE,ST,,44,N,44,44
3374,ACTIVE,383,E,800,898,W,ROSCOE,ST,,44,N,44,44
3373,ACTIVE,383,E,700,798,W,ROSCOE,ST,,44,N,44,44
3372,ACTIVE,383,O,623,699,W,ROSCOE,ST,,44,Y,44,44
3371,ACTIVE,383,E,626,698,W,ROSCOE,ST,,44,Y,44,44
3370,ACTIVE,383,O,401,599,W,ROSCOE,ST,,44,Y,44,44
3369,ACTIVE,383,E,400,598,W,ROSCOE,ST,,44,Y,44,44
3368,ACTIVE,80,E,2320,2352,W,ROOSEVELT,RD,,25,N,25,25
3367,ACTIVE,5,E,1128,1136,W,ROOSEVELT,RD,,25,N,25,25
3366,ACTIVE,207,E,6900,6998,S,ROCKWELL,ST,,18,N,18,18
3365,ACTIVE,136,O,2315,2315,S,ROCKWELL,ST,,28,Y,28,28
3364,ACTIVE,136,E,2314,2316,S,ROCKWELL,ST,,28,Y,28,28
3363,ACTIVE,448,E,6200,6298,N,ROCKWELL,ST,,50,N,50,50
3362,ACTIVE,43,E,5200,5298,N,ROCKWELL,ST,,40,N,40,40
3361,ACTIVE,55,E,3500,3598,N,ROCKWELL,ST,,47,N,47,47
3360,ACTIVE,346,E,2900,2956,N,ROCKWELL,ST,,01,N,1,1
3359,ACTIVE,346,E,2816,2856,N,ROCKWELL,ST,,01,N,1,1
3358,ACTIVE,759,E,1000,1098,N,ROCKWELL,ST,,01,N,1,1
3357,ACTIVE,778,E,700,798,N,ROCKWELL,ST,,26,N,26,26
3356,ACTIVE,74,E,1300,1312,N,RITCHIE,CT,,43,Y,43,43
3355,ACTIVE,1008,E,4816,4858,S,RIDGEWAY,AVE,,14,N,14,14
3354,ACTIVE,1037,E,4700,4798,S,RIDGEWAY,AVE,,14,N,14,14
3353,ACTIVE,146,E,4818,4856,N,RIDGEWAY,AVE,,39,N,39,39
3352,ACTIVE,146,O,4815,4855,N,RIDGEWAY,AVE,,39,N,39,39
3351,ACTIVE,141,O,2905,2981,N,RIDGEWAY,AVE,,30,N,30,35
3350,ACTIVE,736,E,2800,2898,N,RIDGEWAY,AVE,,30,N,30,30
3349,ACTIVE,832,E,1500,1598,N,RIDGEWAY,AVE,,26,N,26,26
3348,ACTIVE,193,E,900,958,N,RIDGEWAY,AVE,,27,N,27,27
3347,ACTIVE,1009,E,434,458,N,RIDGEWAY,AVE,,27,N,27,27
3346,ACTIVE,135,E,7800,7856,S,RIDGELAND,AVE,,08,N,8,8
3345,ACTIVE,135,E,7700,7758,S,RIDGELAND,AVE,,08,N,8,8
3344,RESCINDED,1077,E,6000,6098,S,RICHMOND,ST,,15,N,15,15
3343,ACTIVE,686,E,5500,5598,S,RICHMOND,ST,,14,N,14,14
3342,ACTIVE,993,E,5100,5198,S,RICHMOND,ST,,14,N,14,14
3341,ACTIVE,1546,E,4600,4658,S,RICHMOND,ST,,14,N,14,14
3340,ACTIVE,556,E,5900,5998,N,RICHMOND,ST,,40,N,40,40
3339,ACTIVE,132,E,4300,4344,N,RICHMOND,ST,,33,N,33,33
3338,ACTIVE,97,E,3200,3298,N,RICHMOND,ST,,33,N,33,33
3337,ACTIVE,96,O,2433,2453,N,RICHMOND,ST,,35,N,35,35
3336,ACTIVE,506,E,1700,1798,N,RICHMOND,ST,,35,N,35,35
3335,ACTIVE,752,E,1600,1698,N,RICHMOND,ST,,35,N,35,35
3334,ACTIVE,1089,E,824,880,N,RICHMOND,ST,,26,N,26,26
3333,ACTIVE,19,O,5901,5969,W,RICE,ST,,29,N,29,29
3332,ACTIVE,759,O,2421,2457,W,RICE,ST,,01,N,1,1
3331,ACTIVE,168,E,2012,2046,W,RICE,ST,,32,N,32,32
3330,ACTIVE,644,E,9400,9498,S,RHODES,AVE,,09,N,9,9
3329,ACTIVE,383,E,3500,3598,N,RETA,AVE,,44,N,44,44
